"id","title","authors","date","days_ago","abstract","journal","pdf_url","openalex_pdf","europepmc_pdf","source","pdf_ok","pdf_blocked","pdf_file","pdf_mb","pdf_source"
"W4415411812","Mechanism of Herbal Pairs Modulating Endogenous Melatonin to Ameliorate Sleep Disorders: Data Mining, Network Pharmacology andMeta-Analysis","Zhenwei Zhai; Jiyan Dai; Fanjing Kong; Zhishan Zhu; Jie Cai; Danni Xie; Sha Huang; Tao Jiang; Ying Xu; Tao Sun","2025-10-20",122,"Introduction: Sleep disorders (SD) affect approximately 25% of the global population. Traditional Chinese Medicine (TCM) formulas have been shown to alleviate SD by modulating endogenous melatonin. This study used data mining, network pharmacology, and meta-analysis to identify key herbal pairs from TCM formulas and the mechanism of action. Methods: Literature was retrieved from PubMed, Web of Science, Embase, Cochrane Library, CNKI, Wanfang Data Information Site, China Science and Technology Journal Database, and SinoMed. R was used for frequency and association rule analysis, SPSS for clustering, and Cytoscape, STRING, Gene Ontology, and KEGG enrichment analyses were utilized to explore targets, protein-protein interactions, and pathways. A meta-analysis using the Metan command was performed to assess the optimal herbal pairs for SD treatment. Results: Data mining identified 77 commonly used herbs, revealing four advantageous herbal pairs: PAEONIAE RADIX ALBA (PRA)-BUPLEURI RADIX (BR), COPTIDIS RHIZOMA (CR)- CINNAMOMI CORTEX (CC), PORIA (PA)-BUPLEURI RADIX (BR), and ZIZIPHI SPINOSAE SEMEN (ZSS)-MARGARITIFERA CONCHA (MC). Network pharmacology showed that (PRA-BR)-SD, (PA-BR)-SD, (CR-CC)-SD, and (ZSS-MC)-SD targeted CACNA1D, GRIN2A, AGT, and ATP1A1 via prion diseases, nicotine addiction, neuroactive ligand-receptor interaction, and cardiac muscle contraction pathways, respectively. Discussion: Research shows that CACNA1D could regulate Ca²⁷ inward flow, avoid mitochondrial dysfunction in prion diseases, and reduce ROS generation, thus indirectly maintaining MT levels and sleep. GRIN2A as an amygdala hub gene closely related to daily smoking, combining brain transcriptome analysis and tobacco consumption GWAS data. The sleep regulation mechanism of MT relies on the neuroactive ligand-receptor pathway. As a neuroactive ligand, MT triggers sleep-promoting physiological responses by activating the G-protein-coupled receptors MT1 and MT2 and transmitting “night” signals to the relevant neural networks. Insufficient MT secretion or circadian rhythm disruption might lead to abnormal blood pressure rhythms accompanied by sympathetic overactivation, increasing the risk of insomnia and cardiovascular disease. ATP1A1 is a key molecule in the maintenance of electrochemical gradients in cardiac myocytes through the modulation of the Na⁷/K⁷ homeostasis affects myocardial excitability, calcium kinetics, and contractile function. result: Data mining identified 77 commonly used herbs, revealing four advantageous herbal pairs: PAEONIAE RADIX ALBA (PRA)-BUPLEURI RADIX (BR), COPTIDIS RHIZOMA (CR)-CINNAMOMI CORTEX (CC), PORIA (PA)-BUPLEURI RADIX (BR), and ZIZIPHI SPINOSAE SEMEN (ZSS)-MARGARITIFERA CONCHA (MC). Network pharmacology showed that PRA-BR significant enrichment in ion transport regulation and prion disease pathways, target STAT3, EP300, and Catenin beta-1. PA-BR enrichment in membrane potential regulation and nicotine addiction pathways, with STAT3, EP300, and MAPK1. CR-CC notably in hormone response and neuroactive ligand-receptor interaction pathways, with AKT1, TP53, and IL-6. ZSS-MC enriched in organic cyclic compound response and myocardial contraction pathways, with ESR1, EP300, AKT1. Conclusion: Meta-analysis and network pharmacology suggest that the PA-BR pair might offer superior efficacy by modulating membrane potential and nicotine addiction pathways, targeting GRIN2A, GRIN1, GRIN3A, and GRIN2B to regulate melatonin levels.",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4415460909","An Analysis of the Theory and Treatment of Insomnia in Wu Cheng’s Bu Ju Ji","Chengzhi Chu; Zheng Zhao","2025-10-16",126,"This paper conducts an in-depth analysis of the theory and methods for differentiating and treating insomnia in Bu Ju Ji by Wu Cheng, a physician of the Qing Dynasty. By systematically sorting out the origin of Wu Cheng’s academic thoughts, this study explores his unique perspective on differentiating and treating insomnia, analyzes the compatibility rules of his core formulas and herbs, and reveals the characteristics of his medication use as well as its guiding value for later clinical practice. Research shows that Wu Cheng integrated the principles of the I Ching (Book of Changes) with medical theories to construct a theoretical system for consumptive diseases. In the differentiation and treatment of insomnia, he emphasized the dynamic balance of zang-fu organs, Qi, blood, Yin and Yang, with special attention to the impact of spleen-Yin deficiency on insomnia. He thus formed distinctive academic features, including treating both deficiency and excess, taking into account both Qi and blood, and regulating the spleen to protect the body’s defense system. In terms of medication, he was skilled in using herbs that are sweet and warm in nature for tonification, harmonizing Qi and blood, and invigorating the spleen to nourish Yin. These insights hold significant reference value for modern TCM (Traditional Chinese Medicine) in the treatment of insomnia.",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4415382428","Benzodiazepine Use Among Individuals with Opioid Use Disorder: A Narrative Review","Yue Liu; Qingxiao Hong; Xiaohu Xie; Wenwen Shen; Weisheng Chen; Huifen Liu; Wenhua Zhou","2025-10-01",141,"The concomitant use of benzodiazepines (BZDs) among individuals with opioid use disorder (OUD) is highly prevalent, with a rapid annual increase in overdose-related deaths. The co-use of BZDs is a significant predictor of opioid overdose. In the absence of other drugs, BZDs are rarely the sole cause of death. Prolonged BZD use frequently results in the rapid development of tolerance and dependence. A strong association has also been established between BZD misuse and depression. Moreover, chronic BZD exposure is linked to cognitive impairments, psychomotor disturbance, delirium, and an increased risk of falls, fractures, injuries, and traffic accidents. Outpatient clinicians should routinely screen for concurrent BZD use and exercise caution in prescribing. Timely interventions-including patient education, gradual discontinuation, psychological therapies, and skills-based training-are critical to mitigating harm and improving prognosis. In addition, Traditional Chinese Medicine(TCM), including herbal prescriptions and acupuncture, may serve as promising non-addictive alternatives for the management of anxiety, insomnia, and withdrawal-related symptoms. Strengthening multifaceted efforts will be crucial for reducing the burden of BZD use and improving treatment outcomes in OUD.",NA,"https://www.dovepress.com/article/download/108050",NA,NA,"openalex",TRUE,FALSE,"openalex_benzodiazepine_u_e_a_w4415382428.pdf",0.42,"original"
"W4415296973","Nursing of a patient with knee osteoarthritis complicated by insomnia treated with meridian-unblocking moxibustion combined with auricular acupressure","Qiukui Hao; Dan Xiao; Lei Wang","2025-09-28",144,"This paper summarizes the nursing measures for a patient with knee osteoarthritis complicated by insomnia treated with meridian-unblocking moxibustion combined with auricular acupressure. Guided by the holistic concept of Traditional Chinese Medicine (TCM) and syndrome differentiation-based nursing, meridian-unblocking moxibustion, auricular acupressure, and comprehensive nursing measures including daily life care, dietary regulation, and emotional nursing were carried out to promote the circulation of Qi and blood, and improve neurological function. The patient's clinical symptoms such as pain, limited joint mobility, and insomnia had been relieved after intervention. (本文总结循经通痹灸联合耳穴贴压治疗1例膝痹伴失眠患者的护理体会。以中医整体观念和辨证施护为指导, 采用循经通痹灸联合耳穴贴压, 并辅以生活起居护理、饮食调摄、情志调护等护理措施, 疏通经络气血, 调整神经功能。经干预, 患者膝关节疼痛、活动受限、失眠等临床症状明显改善。)",NA,NA,"https://doi.org/10.55111/j.issn2709-1961.20250807002",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4414295480","Traditional Chinese Medicine Constitution Characteristics and Influencing Factors for Acute Mountain Sickness Susceptibility in Rapidly Ascending High-Altitude Populations: A Cross-Sectional Survey","M. S. Long; Bo Liu; Chunping Tang; Jia Liu; Jing Cai; Ying Zhang; H. T. Li; Jing Lü; Wei Zheng; Jianshe Yang; Yue Chen; Xiaolong Gan; Zhengqi Pan; Chaowei Wang; Lin Wang; Pengcheng Zhu; Mengya Shan; Maoyuan Cheng; Yunqiao Wang; Zuhui Xu","2025-09-17",155,"<title>Abstract</title> <bold>Background:</bold> Acute Mountain Sickness(AMS) is a significant health concern for individuals rapidly ascending to high altitudes. In severe cases, the condition can develop into high-altitude pulmonary edema and high-altitude cerebral edema, which can have a significant impact on the quality of life of individuals entering Tibet and even pose a threat to their lives. The occurrence of AMS is closely related to factors such as altitude, the time of year of entry into Tibet, and individual activities. However, individual differences in the manifestation of AMS and the subsequent physiological responses are evident, with these responses varying among individuals of differing body types within the same environmental context. The Traditional Chinese Medical Constitution (TCMC) is a significant indicator of health status and may be associated with an increased propensity for plateau reactions. However, owing to a combination of environmental influences, subject demographics, and other factors, the current body of research related to AMS and TCMC is relativelylimited. <bold>Objective:</bold> To investigate AMS-susceptible TCMC types and key influencing factors in populations rapidly ascending to Tibet, providing evidence for TCM-based prevention and individualized AMS management. <bold>Methods:</bold> Thiscross-sectional study enrolled 1,482 eligible participants (healthy males aged 18--40 years who werenewly ascended to high altitude). Data collection included the following: 1) questionnaires(demographics, lifestyle, anxiety, insomnia); 2) physicalexaminations (vital signs: respiration, heart rate, SpO₂, blood pressure) and body mass index (BMI); 3) TCMC assessment viathe <italic>Classification and Determination of TCMC</italic> standard; and 4) AMS diagnosis and severity grading via the Lake Louise Score (LLS). Spearman correlation was used to analyze therelationships between variables. Multivariate logistic regression (backward stepwise, entry P&lt;0.25) identified independent AMS risk factors. <bold>Results:</bold> The overall incidence of AMS was 32.9% (488 out of 1482 cases). The prevalence of unbalanced constitutions was markedly greaterin the AMS group than in the non-AMS group (32.6% vs. 7.6%; χ² =161.8, P&lt;0.001). Amongpatients with AMS and an unbalanced constitutions, Qi-deficiency was the most prevalent, accounting for 78.0% of the cases. The incidence of AMS was observed to vary significantly according to different constitutions, with rates of 72.9% for Qi-deficiency and26.3%for a Balanced constitution. Univariate analysis revealed significant correlations (all P&lt;0.001): SpO₂ was negatively correlated with AMS (r=-0.231); Insomnia (r=0.272), Anxiety (r=0.297), Unbalanced constitution tendency (r = 0.333), Season (winter=1; r = 0.122), Altitude (r=0.157), and BMI (r=0.127) were positively correlated. Multivariate analysis revealed the following independent risk factors: Anxiety (aOR=1.16, 95% CI: 1.08–1.25, P&lt;0.001), Insomnia(aOR=1.09, 95% CI: 1.03–1.16, P=0.003), Unbalancedconstitution tendency (aOR=1.06, 95% CI: 1.02–1.10, P=0.002), and SpO₂ (aOR=0.91, 95% CI: 0.87–0.95, P&lt;0.001). BMI showed a weak positive association (aOR=1.02, 95% CI: 1.00–1.04;P=0.041). Season, altitude, and blood pressure lost significance after adjustment (P&gt;0.05). <bold>Conclusion:</bold> Qi-deficiency is the most common AMS-susceptible TCMC. Key modifiable risk factors include insomnia, anxiety, and low SpO₂. The influencesof season and altitude are mediated through physiological, psychological, and constitutional factors. These findings advocate for TCMC-differentiated prevention strategies for AMS. These strategies encompass preemptive qi-tonifying interventions for susceptible individuals, psychological support, and sleep optimization.",NA,"https://www.researchsquare.com/article/rs-7503938/latest.pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_traditional_chine_e__w4414295480.pdf",2.44,"original"
"W4413854868","A Case of Postpartum Depression Treated by Bupleurum Decoction Combined with Yingwei Method","Xiaoling Lü; Xiaoli Liang; Shaoming Zhou; Honghua Liu","2025-08-27",176,"Objective: Based on the theory of """"liver depression and Ying Wei imbalance"""", to explore the clinical efficacy and syndrome differentiation of Bupleurum combined with harmonizing Ying Wei method in the treatment of postpartum depression (PPD). Methods: the diagnosis and treatment process of a 28 year old patient with liver stagnation and blood deficiency type of PPD was reported. The Hamilton Depression Scale (HAMD) score and TCM four diagnosis syndrome were used as evaluation indexes to record the prescription adjustment strategy and curative effect outcome of the first, second and third diagnosis. Results: the initial HAMD score of the patient was 20, accompanied by depression, irritability, chest distress, palpitation, anorexia, insomnia, constipation and other diseases. After three stages of syndrome differentiation and treatment, the HAMD score was reduced to 10 points, and the physical symptoms were significantly improved: self perspiration stopped, constipation cleared, sleep became safe, and there was no recurrence during follow-up. Conclusion: Bupleurum (soothing liver depression and resolving depression) combined with harmonizing Ying Wei method (Guizhi formula) can significantly improve the emotional disorder and physical symptoms of patients with PPD, which reflects the clinical value of the pathogenesis theory of """"liver depression and Ying Wei imbalance"""" in traditional Chinese medicine.",NA,"https://adwenpub.com/index.php/wjimt/article/download/764/745/785",NA,NA,"openalex",TRUE,FALSE,"openalex_a_ca_e_of_po_tpartum_w4413854868.pdf",0.27,"original"
"W4413683804","Mapping the research landscape of traditional Chinese medicine in insomnia management: a bibliometric study (2005–2024)","Chi Zhang; Xiaojie Yang; Jin Ye; Yin Cai; Hanxiao Zhang; Yong Fang; Liying Zhang; Shuhe Cai","2025-08-26",177,"Objective Traditional Chinese Medicine (TCM) has shown unique benefits in insomnia management, but existing bibliometric studies on TCM for insomnia remain fragmented. This study, through bibliometric methods, systematically maps the research landscape of TCM in insomnia management from 2005 to 2024, with the objective to explore research hotspots and developmental trends, thereby providing references for future studies. Methods This study retrieved English-language literature on the treatment of insomnia with Traditional Chinese Medicine from 2005 to 2024 in the Science Core Collection. The included literature was imported into CiteSpace, VOSviewer, and Bibliometrix R software packages to analyze annual publications, authors, countries/regions, institutions, journals, cited reference, and keywords, in order to explore the hotspots and trends in TCM treatment of insomnia. Results A total of 738 articles were included. The number of annual publications in this field increased rapidly from 2016 to 2021. China was the country with the highest number of publications, among which Shanghai University of Traditional Chinese Medicine, Beijing University of Chinese Medicine, and Guangzhou University of Chinese Medicine were the top three institutions in terms of publication volume. Yeung, Wing-fai from Hong Kong Polytechnic University was the author with the highest number of publications. Medicine published 74 articles, the highest number among all journals. Journal of Ethnopharmacology and Sleep were, respectively, the most frequently cited and co-cited journals. The main keywords included sleep, randomized controlled trial, traditional Chinese medicine, acupuncture, etc. The research hotspots mainly focused on acupuncture, chemical components, cancer-related insomnia, and depression-related insomnia. The research focus is transitioning from clinical efficacy to mechanism research, especially the study of the chemical components of traditional Chinese medicine through network pharmacology may be a future research trend. Moreover, this field is paying more attention to insomnia subtypes such as comorbid insomnia and secondary insomnia. Conclusion TCM treatment of insomnia is receiving increasing attention. It shows unique advantages in reducing drug dependence and managing comorbid insomnia. In the future, the evidence-based development of TCM should be promoted through mechanism research, multidisciplinary collaboration, stratified intervention, and the transformation of high-impact evidence, providing an integrated solution for global insomnia management.",NA,"https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2025.1614948/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_mapping_the_re_earch_w4413683804.pdf",12.19,"original"
"W4413207699","Gas chromatography-mass spectrometry-based plasma metabolomics analysis in hypertensive patients with Yin deficiency and Yang hyperactivity syndrome","Dinala Jialiken; Jing Dai; Yadong Fan; Haitao Zhang; Jinjun Shan; Wei-Chen Xu; Chong Zou","2025-08-12",191,"BACKGROUND Hypertension is a significant global health concern and serves as a critical risk factor for cardiovascular diseases, stroke, and renal failure. Traditional Chinese Medicine (TCM) has been utilized for an extended period to address hypertension, with the syndrome known as Yin deficiency and Yang hyperactivity syndrome (YDYHS) frequently observed in individuals with elevated blood pressure. This syndrome is characterized by symptoms including dizziness, tinnitus, irritability, and insomnia, which are thought to result from an imbalance between Yin, representing the cooling and nourishing aspects, and Yang, denoting the active and warming aspects of the body. Despite the prevalent application of TCM in clinical settings, the metabolic mechanisms underlying the YDYHS in the context of hypertension remain inadequately elucidated. AIM To explore the differential plasma metabolites and associated pathways in hypertensive patients with YDYHS using gas chromatography-mass spectrometry (GC-MS) to elucidate the distinctive blood metabolite pattern in this patient population. METHODS GC-MS was used to analyze plasma samples from 51 hypertensive patients with YDYHS and 20 healthy controls. Chemometric methods, including principal component analysis and partial least squares discriminant analysis, were employed to identify potential biochemical patterns. Simultaneously, the high-quality Kyoto Encyclopedia of Genes and Genomes metabolic pathways database was used to identify associated metabolic pathways. Using variable importance in projection and receiver operating characteristic curve analyses, potential biomarkers were extracted to assess their clinical utility. RESULTS Metabolomic profiling of hypertensive patients with YDYHS identified 20 potential biomarkers (4-hydroxybenzoic acid, pectin, 1,2,3-trihydroxybenzene, D-ribose, 3-hydroxybutyric acid, quinic acid, L-lysine, oleic acid, 2-hydroxybutyric acid, linoleic acid, citric acid, alpha-tocopherol, D-glucuronic acid, glycerol, N-acetyl-L-aspartic acid, beta-mannosylglycerate, indolelactic acid, L-glutamic acid, D-maltose, L-aspartic acid) and four metabolic pathways (linoleic acid metabolism; alanine, aspartate and glutamate metabolism; D-glutamine and D-glutamate metabolism; arginine biosynthesis). The identified differential metabolites may serve as potential biomarkers for distinguishing hypertensive patients with YDYHS from healthy controls. The area under the curve values ranged from 0.750 to 0.866. Receiver operating characteristic curve analysis showed that these differential metabolites can effectively classify hypertensive patients with YDYHS and healthy individuals. CONCLUSION The metabolomic analysis revealed a distinct blood metabolite pattern in hypertensive patients with YDYHS compared to the healthy control group, highlighting the potential role of the identified 20 biomarkers and four metabolic pathways in these patients. These findings may serve as an important material basis for understanding the occurrence and development of the disease, providing a scientific foundation for future clinical diagnosis.",NA,NA,"https://doi.org/10.5493/wjem.v15.i3.103154",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4413134081","Zhi-zi-chi decoction exerts hypnotic effect through gut-brain axis modulation in insomnia mice","Qianqian Wang; Boyi Zhang; Zixuan Guo; Jiawei Huang; Yuanyuan Niu; Junhong Huang; Yu Huang; Dandan Guo; Baiyan Wang; Shuying Feng","2025-08-07",196,"Background Insomnia, a frequently encountered sleep disorder, boasts a high prevalence rate on a global scale. Currently, Western medications are widely used for its treatment; however, they may cause adverse effects such as dependence and daytime drowsiness. Traditional Chinese medicine (TCM) offers a safer alternative. Zhi-zi-chi Decoction (ZZCD), composed of Fructus gardeniae and fermented soybean, has shown potential in promoting sleep, but its mechanism remains unclear. Methods A PCPA-induced mice model of insomnia was used to evaluate the therapeutic effects of ZZCD. Behavioral tests, neurotransmitter assays, ELISA for HPA axis and inflammatory markers, 16S rDNA gut microbiota sequencing, and histological analyses of brain and colon tissues were performed. Results ZZCD significantly improved sleep and reduced anxiety-like behavior. It restored GABA and 5-HT levels while lowering GLU and DA, normalized HPA axis activity, reduced inflammatory cytokines, and increased beneficial gut bacteria such as Ligilactobacillus . Histology confirmed neuroprotective and gut barrier-enhancing effects. Conclusion ZZCD alleviates insomnia by modulating the gut-brain axis, rebalancing neurotransmitters, and restoring microbial homeostasis. These findings support its use as a safe and effective treatment for insomnia.",NA,"https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1645190/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_zhi-zi-chi_decoction_w4413134081.pdf",4.16,"original"
"W4413255296","Traditional Chinese Medicine Mechanism and Clinical Research on Brain Health Sleep-Aiding Pillow for Encephalopathy and Cervical Spine Rehabilitation","X Ye; Shuqin Yang; Junting Li; Dong Ren; Cheng Huang; Xiaoping Yi","2025-08-07",196,"Objective: Based on the theories of “defensive Qi entering Yin” and “Qi and blood in meridians” in traditional Chinese medicine (TCM), this study explores the synergistic intervention effect of the Brain Health Sleep-Aid Pillow on brain diseases (such as insomnia, vertigo) and cervical spondylosis. The pillow achieves “marrow sea replenishment and unobstructed cerebral collaterals” by regulating cerebral blood perfusion and cervical mechanical balance through linear pulsed magnetic guidance of the Du Meridian and Bladder Meridian. Methods: A total of 120 patients with “neck impediment” and “insomnia” who met the Criteria for Diagnosis and Therapeutic Effect of TCM Syndromes were enrolled. They were randomly divided into an experimental group (60 cases, using Yuxuangong magnetic therapy pillow) and a control group (60 cases, using ordinary buckwheat pillow) by block randomization. The intervention lasted for 8 weeks. The efficacy was comprehensively evaluated using indicators including TCM syndrome scores, tongue and pulse analysis, cervical range of motion assessment, sleep quality (PSQI scale), and transcranial Doppler (TCD) [1]. Results: The total TCM syndrome score in the experimental group decreased significantly more than that in the control group (-4.5 ± 1.2 vs. -2.3 ± 0.8, P &lt; 0.001); The cervical flexion range of motion increased by 15.3°±3.2° (P &lt; 0.01), and the total PSQI score decreased by 6.5 points (P &lt; 0.001); In the experimental group, the vertebral artery blood flow velocity increased by 12.3% (P &lt; 0.05), and the serum IL-6 level decreased by 0.08 pg/mL (P &lt; 0.05) [2]. Conclusion: The Yuxuangong Brain Health Sleep-Aid Pillow provides a modern scientific interpretation of the TCM theory of “defensive Qi entering Yin” through a three-dimensional mechanism of “magnetic field regulating qi and dredging collaterals, and physical mechanical reset”, which has significant clinical transformation value [3].",NA,"https://ojs.bbwpublisher.com/index.php/JCNR/article/download/11582/10049",NA,NA,"openalex",TRUE,FALSE,"openalex_traditional_chine_e__w4413255296.pdf",0.8,"original"
"W4412867457","Efficacy and safety of Chinese medicine compound for the convalescent COVID-19 patients: Protocol of a multi-centered, randomized, double-blinded, placebo-controlled clinical trial (Preprint)","Rui Fang; Wookyeom Yang; Zhou Yue; Lei Zhao; Le Xie; Tian Jiaxuan; Danhong Liu; Zhou Shasha; Zhou Shasha; Qing Chen; Peng Yanmei; Peng Yanmei; Yunhua Luo; Yunhua Luo; Dahua Wu; Jinwen Ge","2025-08-03",200,"ABSTRACT Background: Convalescent coronavirus disease 2019 (COVID-19) refers to a series of clinical syndromes in patients with COVID-19 infection that follow the relevant discharge indications but do not fulfill the criteria for a clinical cure, and these patients are discharged from the hospital with residual multifunctional deficits, including coughing, fatigue, and insomnia. Due to the prolonged convalescent COVID-19 infection, patients continue to experience symptoms or develop new symptoms after three months of infection, and some symptoms persist for over two months without any apparent triggers, which has a significant impact on the health status and quality of life of the population. Patients with convalescent COVID-19 lack a definitive pharmacological treatment. Traditional Chinese medicine (TCM) exhibits a distinct, synergistic effect on the treatment of convalescent COVID-19. However, there exists a limited number of clinical trials on TCM with lower evidence levels in convalescent COVID-19; therefore, randomized trials are urgently required. Methods: A multicenter, randomized, double-blind, placebo-controlled, phase II clinical trial was performed to evaluate the efficacy and safety of Shenlingkangfu (SLKF) granules in treating patients with convalescent COVID-19 and lung-spleen qi deficiency syndrome. Eligible participants were aged 18–75 years, had a confirmed or physician-suspected severe acute respiratory syndrome coronavirus 2 infection at least six months prior, and satisfied clinical criteria. Individuals with a history of severe pulmonary dysfunction or major liver and kidney illness or those on medications were excluded. Multicenter subjects satisfying all criteria were assigned (1:1) randomly into an intervention group and a control group. After a 2-day adjustment period, A total of 154 participants were randomly divided into an intervention group and a control group. The intervention group was given the SLKF granules orally once a bag, 16.9 g, twice daily, whereas the control group received the SLKF granule simulation at the same dosage. The trial was conducted over 14 days, with assessments performed at baseline and 14 days. Results: The primary outcomes were the therapeutic efficacy rate and total clinical symptom score. The secondary outcomes included the fatigue self-assessment scale, pain visual analog scale, Pittsburgh sleep quality index, mini-mental state examination, hospital anxiety and depression scale, TCM syndrome score, C-reactive protein, erythrocyte sedimentation rate, and interleukin-6. Three routine examinations, liver and kidney function tests, and electrocardiography were used as safety indicators. Conclusions: This study aimed to verify whether SLKF granules can significantly improve clinical symptoms, including fatigue, loss of appetite, cough, phlegm, and insomnia, in patients with convalescent COVID-19. For a comprehensive investigation, additional clinical trials with larger sample sizes and longer intervention periods are required.Clinical Trial Registration Center NCT1900024524, Registered on 26 January, 2024.  Citation Please cite as: Fang R, Yang W, Yue Z, Lei Z, Le X, Jiaxuan T, Danhong L, Shasha Z, Shasha Z, Qing C, Yanmei P, Yanmei P, Yunhua L, Yunhua L, Dahua W, Jinwen G Efficacy and safety of Chinese medicine compound for the convalescent COVID-19 patients: Protocol of a multi-centered, randomized, double-blinded, placebo-controlled clinical trial JMIR Preprints. 03/08/2025:81744 DOI: 10.2196/preprints.81744 URL: https://preprints.jmir.org/preprint/81744",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4413284929","560. COMBINED TRADITIONAL CHINESE AND WESTERN MEDICINE REDUCES DEMENTIA RISK IN INSOMNIA PATIENTS: A REAL-WORLD COHORT STUDY","Y-C Huang; Kao Cy","2025-08-01",202,"Abstract Background Benzodiazepines (BZDs) and Z-drugs are widely prescribed for insomnia, but have been linked to potential cognitive decline, with conflicting evidence regarding their association with dementia risk, particularly in aging populations. In Taiwan, Traditional Chinese Medicine (TCM) is commonly used as a complementary therapy for insomnia and has demonstrated benefits in slowing cognitive decline. However, the impact of combining TCM with Western pharmacotherapy on dementia risk remains unclear. Aims &amp; Objectives This study aimed to evaluate whether the adjunctive use of TCM alongside BZDs and Z-drugs reduces the risk of dementia in patients with insomnia compared to the use of BZDs and Z-drugs alone. Method This retrospective cohort study was conducted using data from the Taiwan National Health Insurance Research Database (NHIRD). This study included 941, 267 patients aged &amp;gt; 45 years who were newly diagnosed with insomnia between 2002 and 2006. Patients were followed from the index date until the diagnosis of dementia, death, or December 31, 2022. To minimize confounding, inverse probability of treatment weighting (IPTW) based on propensity scores was applied. Cox proportional hazard models were used to estimate hazard ratios (HRs) and 95% confidence intervals (CI), adjusting for demographic and clinical variables associated with dementia risk. Results During the follow-up period, 29% of patients were diagnosed with dementia. Compared to non-users, patients receiving combined TCM and Western medicine exhibited a significantly lower risk of dementia (adjusted HR: 0.41, 95% CI: 0.38–0.42), followed by those using Western medicine alone (adjusted HR: 0.63, 95% CI: 0.62–0.64) and those using TCM alone (adjusted HR: 0.70, 95% CI: 0.69–0.71). Subgroup analyses based on the type of hypnotic agent consistently revealed that the risk of dementia was lower among patients using both TCM and Western medicine—whether in combinations of BZDs plus TCM, Z-drugs plus TCM, or BZDs plus Z-drugs plus TCM—compared to those receiving either treatment modality independently. Notably, patients concurrently treated with TCM and benzodiazepines demonstrated the lowest dementia risk, with an HR of 0.44 (95% CI: 0.43–0.45). Discussion &amp; Conclusions This large-scale, real-world cohort study suggests that both TCM and Western pharmacotherapy independently reduce dementia risk in patients with insomnia, with the combined use of TCM and Western medicine offering the most significant protective effects. Importantly, the adjunctive use of TCM did not increase the dementia risk, supporting its potential as a complementary strategy in clinical practice. Future research should focus on elucidating the pharmacological mechanisms underlying this integrative approach and its long-term cognitive benefits.",NA,"https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii158/64072347/pyaf052.313.pdf","https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii158/64072347/pyaf052.313.pdf",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4413450005","PREPARATION OF AN EFFECTIVE TRADITIONAL CHINESE MEDICINAL COMPOUND FOR SLEEP-AID SACS IN THE TREATMENT OF INSOMNIA IN OLDER PEOPLE: A DELPHI METHOD STUDY","Xue Feng; Ying Zhou; Cindy Sin U Leong; Jingwen Chen; Xiaofang Zou; CuiYing Miao","2025-07-31",203,"Objective: To establish an expert consensus on an optimal Traditional Chinese Medicine (TCM) compound for use in sleep-aid sacs to treat insomnia in older adults. Methods: A three-round Delphi study was conducted with 12 TCM experts from a Class Three Grade A hospital in Guangzhou, China, from April to July 2021. An initial list of herbs was developed based on a literature review. Experts rated the importance of each herb on a 5-point Likert scale over three successive questionnaire rounds. Statistical analysis, including mean scores, coefficient of variation (CV), and Kendalls W coefficient, was used to assess the concentration and coordination of expert opinions. Conclusion: The Delphi method successfully facilitated a consensus among TCM experts, resulting in a scientifically derived and reliable herbal compound for treating insomnia in older people via sleep-aid sacs. This study provides a validated, non-invasive therapeutic option and a methodological reference for future research in TCM-based quality of life interventions.",NA,NA,"https://doi.org/10.21474/ijar01/21443",NA,"openalex",FALSE,FALSE,NA,NA,NA
